City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description,Date
261,Taoudenni,ML,22.6783,-3.9836,61.79,8,32,7.58,scattered clouds,2022-01-12 00:14:45
262,Namatanai,PG,-3.6667,152.4333,85.42,67,25,7.27,scattered clouds,2022-01-12 00:14:45
263,Ambilobe,MG,-13.2,49.05,75.09,91,78,0.43,broken clouds,2022-01-12 00:14:46
264,Hasaki,JP,35.7333,140.8333,41.29,43,1,20.45,clear sky,2022-01-12 00:11:13
265,Mabaruma,GY,8.2,-59.7833,71.42,93,40,3.13,scattered clouds,2022-01-12 00:11:38
266,Rodrigues Alves,BR,-7.738,-72.6509,76.35,84,99,2.08,overcast clouds,2022-01-12 00:11:31
267,Dabat,ET,12.9842,37.765,55.44,56,34,5.64,scattered clouds,2022-01-12 00:14:46
268,Cabedelo,BR,-6.9811,-34.8339,79.47,77,90,11.83,overcast clouds,2022-01-12 00:14:46
269,Nurobod,UZ,40.9056,69.8023,34.65,31,100,8.1,overcast clouds,2022-01-12 00:14:47
270,Shimizu,JP,43.0061,142.8847,33.55,83,100,13.89,light snow,2022-01-12 00:14:47
271,Bima,ID,-8.4667,118.7167,81.73,81,81,0.87,broken clouds,2022-01-12 00:14:48
272,Inhambane,MZ,-23.865,35.3833,79.12,86,82,6.64,broken clouds,2022-01-12 00:14:48
273,Rocha,UY,-34.4833,-54.3333,75.18,52,0,6.78,clear sky,2022-01-12 00:12:26
274,Jalu,LY,29.0331,21.5482,54.57,51,33,8.81,scattered clouds,2022-01-12 00:10:12
275,Progreso,MX,21.2833,-89.6667,77.11,80,95,13.76,overcast clouds,2022-01-12 00:14:48
276,Juneau,US,58.3019,-134.4197,39.85,98,100,4.29,snow,2022-01-12 00:14:49
277,Mabopane,ZA,-25.4977,28.1007,65.44,79,66,6.6,broken clouds,2022-01-12 00:14:49
278,Luderitz,NA,-26.6481,15.1594,67.19,78,2,16.2,clear sky,2022-01-12 00:08:30
279,Tura,IN,25.5198,90.2201,59.65,76,100,1.97,overcast clouds,2022-01-12 00:09:03
280,Vila Franca Do Campo,PT,37.7167,-25.4333,63.01,82,47,15.82,scattered clouds,2022-01-12 00:11:24
281,Chapais,CA,49.7834,-74.8492,-18.62,87,100,11.23,overcast clouds,2022-01-12 00:14:50
282,Sur,OM,22.5667,59.5289,66.81,52,1,2.06,clear sky,2022-01-12 00:08:59
283,Ust-Kuyga,RU,70.0167,135.6,-28.32,99,98,4.5,overcast clouds,2022-01-12 00:12:12
284,Kutum,SD,14.2,24.6667,64.99,32,2,7.47,clear sky,2022-01-12 00:08:46
285,Okhotsk,RU,59.3833,143.3,-2.78,91,88,8.5,overcast clouds,2022-01-12 00:11:00
286,Phulabani,IN,20.4667,84.2333,61.05,98,95,2.89,overcast clouds,2022-01-12 00:08:16
287,Saint Anthony,US,45.0205,-93.218,37.33,72,1,5.01,clear sky,2022-01-12 00:14:51
288,Salina,US,38.8403,-97.6114,52.18,46,0,4.61,clear sky,2022-01-12 00:14:51
289,Fort Nelson,CA,58.8053,-122.7002,-2.61,78,75,2.3,broken clouds,2022-01-12 00:14:51
290,Sonqor,IR,34.7837,47.6004,38.21,93,100,3.87,overcast clouds,2022-01-12 00:14:52
291,Krasnopillya,UA,50.7746,35.2597,10.38,94,95,11.59,overcast clouds,2022-01-12 00:14:52
292,Kamina,CD,-8.7386,24.9906,65.23,96,100,2.91,light rain,2022-01-12 00:14:53
293,Conakry,GN,9.538,-13.6773,77.36,76,93,7.94,overcast clouds,2022-01-12 00:14:53
294,Kamenka,RU,51.3223,42.7678,22.75,97,100,6.67,snow,2022-01-12 00:14:53
295,Ponta Do Sol,PT,32.6667,-17.1,63.23,63,37,7.18,scattered clouds,2022-01-12 00:08:48
296,Bandarbeyla,SO,9.4942,50.8122,76.05,63,37,19.33,scattered clouds,2022-01-12 00:11:11
297,Hvolsvollur,IS,63.7533,-20.2243,36.81,70,100,25.08,heavy intensity rain,2022-01-12 00:14:54
298,Batagay-Alyta,RU,67.8006,130.4114,-9.83,91,100,1.14,overcast clouds,2022-01-12 00:14:54
299,North Bend,US,43.4065,-124.2243,58.15,91,90,5.75,overcast clouds,2022-01-12 00:14:54
300,Belmonte,BR,-15.8631,-38.8828,77.13,78,15,10.02,few clouds,2022-01-12 00:10:52
301,Labuhan,ID,-6.8844,112.2051,76.98,85,100,7.47,overcast clouds,2022-01-12 00:10:45
302,Kautokeino,NO,69.0125,23.0412,11.41,92,69,11.45,broken clouds,2022-01-12 00:14:55
303,Emet,TR,39.343,29.2585,41.68,93,100,2.75,overcast clouds,2022-01-12 00:14:55
304,Luena,AO,-11.7833,19.9167,63.27,98,100,3.15,light rain,2022-01-12 00:14:56
305,Sao Jose Da Coroa Grande,BR,-8.8978,-35.1478,78.46,75,64,7.9,broken clouds,2022-01-12 00:09:33
306,Winnemucca,US,40.973,-117.7357,42.85,56,0,4.61,clear sky,2022-01-12 00:13:38
307,Mpongwe,ZM,-13.5091,28.155,65.17,95,100,1.99,overcast clouds,2022-01-12 00:14:56
308,Turayf,SA,31.6725,38.6637,41.25,100,0,4.61,clear sky,2022-01-12 00:14:56
309,Cayenne,GF,4.9333,-52.3333,78.1,88,100,1.01,overcast clouds,2022-01-12 00:08:34
310,Marystown,CA,47.1666,-55.1483,21.85,100,95,1.01,snow,2022-01-12 00:14:57
311,Esperance,AU,-33.8667,121.9,68.61,58,17,12.53,few clouds,2022-01-12 00:07:59
312,Karimpur,IN,23.9667,88.6167,62.38,84,100,4.68,light rain,2022-01-12 00:14:57
313,Hagi,JP,34.4,131.4167,38.8,61,90,15.32,overcast clouds,2022-01-12 00:14:58
314,Bilibino,RU,68.0546,166.4372,-20.7,98,81,3.44,broken clouds,2022-01-12 00:10:31
315,Tautira,PF,-17.7333,-149.15,86.02,78,98,12.33,light rain,2022-01-12 00:10:53
316,Nagornskiy,RU,58.7731,57.5451,-11.85,98,22,1.83,few clouds,2022-01-12 00:14:58
317,Evensk,RU,61.95,159.2333,-4.65,84,7,4.45,clear sky,2022-01-12 00:11:15
318,Tsiroanomandidy,MG,-18.7667,46.0333,68.36,94,99,1.59,overcast clouds,2022-01-12 00:14:59
319,Grootfontein,NA,-19.5667,18.1167,74.77,15,98,10.36,overcast clouds,2022-01-12 00:14:59
320,Hualmay,PE,-11.0964,-77.6139,72.3,83,40,9.95,scattered clouds,2022-01-12 00:14:59
321,Yining,CN,29.0361,114.5636,38.48,86,0,1.52,clear sky,2022-01-12 00:15:00
322,Port Augusta,AU,-32.5,137.7667,100.71,54,0,11.83,clear sky,2022-01-12 00:08:40
323,Itarema,BR,-2.9248,-39.9167,78.55,80,80,10.29,broken clouds,2022-01-12 00:11:40
324,Naze,JP,28.3667,129.4833,51.17,69,100,19.39,overcast clouds,2022-01-12 00:10:33
325,Neiafu,TO,-18.65,-173.9833,84.88,79,75,5.75,broken clouds,2022-01-12 00:07:57
326,Morondava,MG,-20.2833,44.2833,80.55,77,83,3.8,broken clouds,2022-01-12 00:15:00
327,Narsaq,GL,60.9167,-46.05,12.42,79,36,5.59,scattered clouds,2022-01-12 00:08:47
328,Barra Do Garcas,BR,-15.89,-52.2567,72.12,97,80,4.07,broken clouds,2022-01-12 00:08:12
329,Havre,FR,49.5833,0.3333,45.0,93,100,3.44,overcast clouds,2022-01-12 00:15:01
330,Wuzhou,CN,23.4833,111.3167,47.12,73,47,2.75,scattered clouds,2022-01-12 00:15:01
331,Sept-Iles,CA,50.2001,-66.3821,-14.98,90,28,7.76,scattered clouds,2022-01-12 00:12:02
332,Langsa,ID,4.4683,97.9683,71.6,95,32,1.66,scattered clouds,2022-01-12 00:14:45
333,Georgetown,MY,5.4112,100.3354,76.95,76,20,2.3,few clouds,2022-01-12 00:06:49
334,Wang Saphung,TH,17.301,101.7685,67.75,94,8,0.0,clear sky,2022-01-12 00:15:02
335,Meulaboh,ID,4.1363,96.1285,75.76,87,74,4.21,broken clouds,2022-01-12 00:07:17
336,Apad,PH,13.815,122.7664,77.13,73,34,8.95,scattered clouds,2022-01-12 00:15:02
337,Port Hawkesbury,CA,45.6169,-61.3485,10.58,77,100,7.0,overcast clouds,2022-01-12 00:10:07
338,Gat,IL,31.61,34.7642,56.39,44,0,6.78,clear sky,2022-01-12 00:06:01
339,Langham,CA,52.3668,-106.9679,26.44,95,82,5.3,broken clouds,2022-01-12 00:15:03
340,Westport,US,41.1415,-73.3579,19.98,56,0,1.99,clear sky,2022-01-12 00:08:17
341,Aykhal,RU,66.0,111.5,-21.59,100,100,3.6,overcast clouds,2022-01-12 00:08:44
342,Bredy,RU,52.4153,60.3411,11.32,95,100,6.15,overcast clouds,2022-01-12 00:09:03
343,Nioro,GM,13.35,-15.75,78.76,28,72,7.47,broken clouds,2022-01-12 00:10:27
344,Xuddur,SO,4.1213,43.8894,69.93,51,3,12.97,clear sky,2022-01-12 00:15:04
345,Broome,US,42.2506,-75.833,9.66,69,0,1.01,clear sky,2022-01-12 00:15:04
346,Jingdezhen,CN,29.2947,117.2079,38.59,75,0,2.59,clear sky,2022-01-12 00:15:05
347,Kandi,BJ,11.1342,2.9386,74.79,21,95,4.68,overcast clouds,2022-01-12 00:15:05
348,Slavyanka,RU,42.8633,131.3847,8.51,54,1,8.81,clear sky,2022-01-12 00:15:05
349,Caarapo,BR,-22.6342,-54.8222,75.27,49,54,5.59,broken clouds,2022-01-12 00:15:06
350,Florida,US,28.7505,-82.5001,64.02,69,0,1.01,clear sky,2022-01-12 00:12:30
351,Casablanca,MA,33.5928,-7.6192,59.32,77,99,4.0,overcast clouds,2022-01-12 00:15:06
352,Pangnirtung,CA,66.1451,-65.7125,-29.33,99,100,1.97,overcast clouds,2022-01-12 00:10:02
353,Mehamn,NO,71.0357,27.8492,28.18,72,85,15.39,overcast clouds,2022-01-12 00:10:02
354,Pevek,RU,69.7008,170.3133,-24.93,98,96,5.48,overcast clouds,2022-01-12 00:08:34
355,Marawi,PH,7.9986,124.2928,68.65,85,38,1.86,scattered clouds,2022-01-12 00:07:49
356,Lorengau,PG,-2.0226,147.2712,84.29,73,13,7.94,few clouds,2022-01-12 00:07:51
357,Tessalit,ML,20.1986,1.0114,63.43,9,100,8.16,overcast clouds,2022-01-12 00:15:07
358,Kaeng Khoi,TH,14.5862,100.9976,72.16,59,60,3.18,broken clouds,2022-01-12 00:15:07
359,Alice Springs,AU,-23.7,133.8833,96.35,23,0,9.22,clear sky,2022-01-12 00:08:29
360,Develi,TR,38.3906,35.4922,43.95,94,100,8.63,overcast clouds,2022-01-12 00:15:08
361,Mayumba,GA,-3.432,10.6554,76.73,89,100,3.91,overcast clouds,2022-01-12 00:15:08
362,The Hammocks,US,25.6715,-80.4445,70.0,94,70,1.01,broken clouds,2022-01-12 00:15:08
363,Padang,ID,-0.9492,100.3543,77.27,81,72,3.85,broken clouds,2022-01-12 00:05:49
364,Tomatlan,MX,19.9333,-105.25,78.57,56,100,4.18,overcast clouds,2022-01-12 00:15:09
365,Sharon,US,41.2331,-80.4934,22.05,62,20,10.36,few clouds,2022-01-12 00:15:09
366,Kuytun,RU,54.3419,101.5036,5.76,88,100,5.48,overcast clouds,2022-01-12 00:15:10
367,Castro,BR,-24.7911,-50.0119,61.2,97,52,3.83,broken clouds,2022-01-12 00:07:54
368,Bahia Blanca,AR,-38.7196,-62.2724,71.82,48,0,15.55,clear sky,2022-01-12 00:11:42
369,Clyde River,CA,70.4692,-68.5914,-17.81,87,100,3.4,overcast clouds,2022-01-12 00:07:57
370,Yulara,AU,-25.2406,130.9889,96.64,17,0,14.97,clear sky,2022-01-12 00:10:01
371,Aklavik,CA,68.2191,-135.0107,-18.83,91,100,1.86,overcast clouds,2022-01-12 00:10:21
372,Geraldton,AU,-28.7667,114.6,77.41,73,40,10.36,scattered clouds,2022-01-12 00:09:35
373,Kloulklubed,PW,7.0419,134.2556,82.9,74,80,14.76,broken clouds,2022-01-12 00:09:05
374,Skibbereen,IE,51.55,-9.2667,42.6,77,75,2.89,broken clouds,2022-01-12 00:15:11
375,Pingdingshan,CN,33.7385,113.3012,35.06,70,1,3.8,clear sky,2022-01-12 00:15:11
376,Balikpapan,ID,-1.2675,116.8289,75.7,89,100,2.73,overcast clouds,2022-01-12 00:10:59
377,Kamaishi,JP,39.2667,141.8833,25.75,74,48,24.72,light snow,2022-01-12 00:15:12
378,Bridgetown,BB,13.1,-59.6167,77.47,69,39,13.4,scattered clouds,2022-01-12 00:10:25
379,Jambi,ID,-1.6,103.6167,73.31,96,100,1.81,overcast clouds,2022-01-12 00:15:12
380,Vadso,NO,70.0744,29.7487,25.68,85,100,20.11,overcast clouds,2022-01-12 00:15:13
381,Aksay,RU,47.26,39.87,36.25,76,100,11.01,moderate rain,2022-01-12 00:13:55
382,Langres,FR,47.8333,5.3333,29.25,94,7,5.7,clear sky,2022-01-12 00:15:13
383,Altay,CN,47.8667,88.1167,10.81,55,1,7.58,clear sky,2022-01-12 00:15:13
384,Portland,US,45.5234,-122.6762,57.22,88,100,1.01,overcast clouds,2022-01-12 00:07:47
385,Najran,SA,17.4924,44.1277,57.31,39,0,0.72,clear sky,2022-01-12 00:10:34
386,Vogan,TG,6.3333,1.5333,80.82,80,100,7.09,overcast clouds,2022-01-12 00:15:14
387,Vardo,NO,70.3705,31.1107,30.33,82,100,24.52,overcast clouds,2022-01-12 00:08:28
388,Contamana,PE,-7.3333,-75.0167,81.93,57,75,2.8,heavy intensity rain,2022-01-12 00:08:52
389,Cluses,FR,46.0625,6.575,38.39,72,14,5.75,few clouds,2022-01-12 00:15:14
390,Necochea,AR,-38.5473,-58.7368,66.04,67,0,13.06,clear sky,2022-01-12 00:15:15
391,Ust-Omchug,RU,61.15,149.6333,-23.3,100,83,1.25,broken clouds,2022-01-12 00:15:15
392,Coahuayana,MX,18.7333,-103.6833,87.28,53,95,3.53,overcast clouds,2022-01-12 00:15:15
393,Willowmore,ZA,-33.2926,23.4895,62.04,77,94,10.63,overcast clouds,2022-01-12 00:15:16
394,Ilebo,CD,-4.3167,20.5833,72.5,97,96,1.1,light rain,2022-01-12 00:15:16
395,Faanui,PF,-16.4833,-151.75,81.9,74,99,13.76,overcast clouds,2022-01-12 00:07:56
396,Svobodnyy,RU,51.4,128.1333,-27.08,99,93,2.24,overcast clouds,2022-01-12 00:15:16
397,Steamboat Springs,US,40.485,-106.8317,31.71,65,1,0.0,clear sky,2022-01-12 00:12:29
398,Xining,CN,36.6167,101.7667,17.6,46,85,1.95,overcast clouds,2022-01-12 00:15:17
399,Dingle,PH,10.9995,122.6711,77.4,85,22,9.46,few clouds,2022-01-12 00:11:03
400,Umm Kaddadah,SD,13.6017,26.6876,70.9,28,5,14.88,clear sky,2022-01-12 00:12:04
401,Pacific Grove,US,36.6177,-121.9166,69.48,57,1,1.01,clear sky,2022-01-12 00:11:04
402,Kalmar,SE,56.6616,16.3616,34.97,93,90,6.91,light snow,2022-01-12 00:15:18
403,Graaff-Reinet,ZA,-32.2522,24.5308,62.92,75,43,3.36,scattered clouds,2022-01-12 00:15:18
404,Mandal,IN,25.45,74.5667,47.82,76,0,5.93,clear sky,2022-01-12 00:15:18
405,Hauterive,FR,46.0901,3.4459,32.76,94,2,1.72,clear sky,2022-01-12 00:08:32
406,Makakilo City,US,21.3469,-158.0858,77.32,56,100,11.5,overcast clouds,2022-01-12 00:08:15
407,Raudeberg,NO,61.9875,5.1352,43.86,85,87,18.01,overcast clouds,2022-01-12 00:15:19
408,Young,UY,-32.6833,-57.6333,89.22,21,1,3.91,clear sky,2022-01-12 00:15:19
409,Tikapur,NP,28.5,81.1333,53.56,93,2,3.22,clear sky,2022-01-12 00:15:20
410,Tevaitoa,PF,-16.7833,-151.5,81.09,77,100,13.18,light rain,2022-01-12 00:15:20
411,Tabriz,IR,38.08,46.2919,33.26,93,75,0.0,mist,2022-01-12 00:10:57
412,Vila Velha,BR,-20.3297,-40.2925,79.95,83,20,8.99,few clouds,2022-01-12 00:08:06
413,Sassandra,CI,4.95,-6.0833,78.44,87,100,6.69,overcast clouds,2022-01-12 00:15:21
414,Shenjiamen,CN,29.9576,122.298,41.02,62,8,8.39,clear sky,2022-01-12 00:10:56
415,Port Blair,IN,11.6667,92.75,79.61,72,86,9.46,overcast clouds,2022-01-12 00:08:22
416,Langue,HN,13.6208,-87.6525,90.64,41,59,8.34,broken clouds,2022-01-12 00:15:21
417,Kologriv,RU,58.8275,44.3178,-8.54,97,6,5.1,clear sky,2022-01-12 00:15:21
418,Smithers,CA,54.7804,-127.1743,32.32,100,100,4.61,overcast clouds,2022-01-12 00:15:22
419,Aloleng,PH,16.1307,119.7824,74.41,76,11,7.29,few clouds,2022-01-12 00:08:09
420,Ust-Maya,RU,60.4167,134.5333,-14.3,98,99,0.58,overcast clouds,2022-01-12 00:15:22
421,Silifke,TR,36.3778,33.9344,55.31,84,100,6.38,overcast clouds,2022-01-12 00:15:22
422,Vanavara,RU,60.34,102.2797,0.36,99,100,1.54,overcast clouds,2022-01-12 00:15:23
423,Morgan City,US,29.6994,-91.2068,52.03,43,1,0.0,clear sky,2022-01-12 00:15:23
424,Moranbah,AU,-22.0016,148.0466,84.54,39,8,16.55,clear sky,2022-01-12 00:10:36
425,Bad Wurzach,DE,47.9,9.9,29.19,90,7,5.57,clear sky,2022-01-12 00:15:23
426,Khabary,RU,53.6259,79.5345,-2.85,94,100,5.95,overcast clouds,2022-01-12 00:15:24
427,Maniitsoq,GL,65.4167,-52.9,11.73,88,100,6.82,light snow,2022-01-12 00:09:43
428,Yarmouth,US,41.7057,-70.2286,17.71,62,0,15.01,clear sky,2022-01-12 00:15:24
429,Trelew,AR,-43.249,-65.3051,70.2,42,0,25.77,clear sky,2022-01-12 00:08:33
430,Gamba,GA,-2.65,10.0,76.32,86,100,4.43,overcast clouds,2022-01-12 00:15:25
431,Bannu,PK,32.9854,70.6027,51.26,39,7,4.94,clear sky,2022-01-12 00:15:25
432,Mount Isa,AU,-20.7333,139.5,89.37,45,40,16.11,scattered clouds,2022-01-12 00:10:30
433,Shache,CN,38.4167,77.2406,21.43,50,0,1.14,clear sky,2022-01-12 00:10:19
434,Rabo De Peixe,PT,37.8,-25.5833,62.11,98,40,17.27,scattered clouds,2022-01-12 00:15:26
435,Sangar,RU,63.9242,127.4739,-23.42,96,100,4.34,overcast clouds,2022-01-12 00:15:27
436,Lavrentiya,RU,65.5833,-171.0,-11.38,92,56,10.54,broken clouds,2022-01-12 00:08:09
437,Lichtenburg,ZA,-26.152,26.1597,63.99,80,63,1.81,broken clouds,2022-01-12 00:15:27
438,Camana,PE,-16.6228,-72.7111,72.25,84,99,7.76,overcast clouds,2022-01-12 00:15:27
439,Plateros,MX,23.2167,-102.85,63.72,42,97,12.77,overcast clouds,2022-01-12 00:15:28
440,Hisor,TJ,38.525,68.5512,40.75,31,100,3.13,overcast clouds,2022-01-12 00:15:28
441,Goure,NE,13.9835,10.2704,65.01,11,27,8.28,scattered clouds,2022-01-12 00:15:29
442,Staryy Nadym,RU,65.6118,72.6842,-1.66,98,78,7.0,broken clouds,2022-01-12 00:11:23
443,Nuevo Progreso,MX,23.1667,-97.95,63.59,61,96,4.0,overcast clouds,2022-01-12 00:15:29
444,Walla Walla,US,46.0646,-118.343,52.21,81,100,0.0,overcast clouds,2022-01-12 00:15:30
445,Laguna,US,38.421,-121.4238,62.44,66,0,1.99,clear sky,2022-01-12 00:11:10
446,Jilotzingo,MX,19.87,-99.0578,59.68,66,94,11.88,overcast clouds,2022-01-12 00:15:30
447,Tselinnoye,RU,53.0833,85.6667,-7.06,100,100,3.49,overcast clouds,2022-01-12 00:15:30
448,Punto Fijo,VE,11.6956,-70.1996,77.59,77,93,17.67,overcast clouds,2022-01-12 00:15:31
449,Asau,RO,46.4333,26.4,24.96,68,66,5.68,broken clouds,2022-01-12 00:09:56
450,Gaborone,BW,-24.6545,25.9086,67.91,100,0,6.91,clear sky,2022-01-12 00:15:31
451,Ostrovnoy,RU,68.0531,39.5131,16.36,89,100,28.12,overcast clouds,2022-01-12 00:10:11
452,Benevento,IT,41.2179,14.7464,44.46,78,45,9.91,scattered clouds,2022-01-12 00:15:32
453,Sao Gabriel Da Cachoeira,BR,-0.1303,-67.0892,78.82,74,96,2.3,overcast clouds,2022-01-12 00:15:32
454,Acapulco,MX,16.8634,-99.8901,82.22,69,1,6.91,clear sky,2022-01-12 00:11:45
455,Rochester,US,43.1548,-77.6156,14.67,75,68,4.0,broken clouds,2022-01-12 00:12:17
456,Marzuq,YE,14.4,46.4667,61.07,37,2,3.67,clear sky,2022-01-12 00:11:43
457,Bressanone,IT,46.715,11.656,28.45,72,7,4.94,clear sky,2022-01-12 00:15:33
458,Bambanglipuro,ID,-7.95,110.2833,76.48,85,100,3.83,overcast clouds,2022-01-12 00:15:33
459,Bonthe,SL,7.5264,-12.505,80.13,82,45,8.25,scattered clouds,2022-01-12 00:11:48
460,Saint-Paul,RE,-21.0096,55.2707,77.11,76,100,7.83,overcast clouds,2022-01-12 00:15:34
461,Kavaratti,IN,10.5669,72.642,78.6,74,100,12.64,overcast clouds,2022-01-12 00:08:19
462,Lompoc,US,34.6391,-120.4579,73.78,30,0,5.75,clear sky,2022-01-12 00:07:15
463,Motala,SE,58.5371,15.0365,35.38,94,100,13.38,overcast clouds,2022-01-12 00:15:35
464,Abancay,PE,-13.6339,-72.8814,59.68,86,99,5.28,overcast clouds,2022-01-12 00:15:35
465,Vanimo,PG,-2.6741,141.3028,81.28,85,81,5.7,broken clouds,2022-01-12 00:10:54
466,Turukhansk,RU,65.8167,87.9833,-17.54,98,92,4.68,overcast clouds,2022-01-12 00:08:14
467,Almeirim,BR,-1.5233,-52.5817,74.05,95,100,3.27,overcast clouds,2022-01-12 00:15:35
468,Wahiawa,US,21.5028,-158.0236,75.52,61,90,11.5,overcast clouds,2022-01-12 00:12:45
469,Xinyu,CN,27.8043,114.9334,39.83,77,3,1.12,clear sky,2022-01-12 00:15:36
470,Teguise,ES,29.0605,-13.564,57.42,82,20,9.22,few clouds,2022-01-12 00:15:36
471,Cidreira,BR,-30.1811,-50.2056,72.86,85,0,11.41,clear sky,2022-01-12 00:08:21
472,Namanyere,TZ,-7.5167,31.05,61.23,88,100,3.18,overcast clouds,2022-01-12 00:15:37
473,Loikaw,MM,19.6742,97.2094,61.21,53,100,2.39,overcast clouds,2022-01-12 00:15:37
474,Manadhoo,MV,5.7667,73.3833,81.27,75,93,9.15,overcast clouds,2022-01-12 00:08:35
475,Ulladulla,AU,-35.35,150.4667,70.77,91,100,11.86,overcast clouds,2022-01-12 00:15:38
476,Orlik,RU,52.5178,99.825,-10.03,91,96,4.14,overcast clouds,2022-01-12 00:15:38
477,Samarai,PG,-10.6167,150.6667,84.63,71,89,8.37,overcast clouds,2022-01-12 00:15:38
478,Hirara,JP,24.8,125.2833,60.96,58,100,17.72,overcast clouds,2022-01-12 00:09:43
479,Hay River,CA,60.8156,-115.7999,-2.45,97,100,7.07,light snow,2022-01-12 00:08:59
480,Prieska,ZA,-29.6641,22.7474,79.16,29,31,5.79,scattered clouds,2022-01-12 00:09:57
481,Northam,GB,51.0333,-4.2167,44.91,86,10,4.94,clear sky,2022-01-12 00:15:39
482,Paita,PE,-5.0892,-81.1144,73.96,84,64,14.16,broken clouds,2022-01-12 00:15:39
483,High Level,CA,58.5169,-117.136,-4.13,98,100,4.5,overcast clouds,2022-01-12 00:08:13
484,Beloha,MG,-25.1667,45.05,74.19,83,15,11.7,few clouds,2022-01-12 00:09:33
485,Daud Khel,PK,32.875,71.5701,51.4,45,1,2.82,clear sky,2022-01-12 00:15:40
486,Ures,MX,29.4333,-110.4,71.71,34,100,5.68,overcast clouds,2022-01-12 00:15:40
487,Sibu,MY,2.3,111.8167,75.51,100,40,0.0,scattered clouds,2022-01-12 00:15:41
488,Saint-Augustin,CA,51.226,-58.6502,-7.02,86,98,9.42,overcast clouds,2022-01-12 00:08:53
489,Angoche,MZ,-16.2325,39.9086,75.45,91,92,8.34,overcast clouds,2022-01-12 00:15:41
490,Xiaolan,CN,22.6731,113.2295,57.15,48,18,6.58,few clouds,2022-01-12 00:15:42
491,Ahipara,NZ,-35.1667,173.1667,75.52,56,1,7.25,clear sky,2022-01-12 00:09:27
492,Zyryanka,RU,65.75,150.85,-33.38,100,25,2.15,scattered clouds,2022-01-12 00:15:42
493,Santa Vitoria Do Palmar,BR,-33.5189,-53.3681,72.55,68,0,6.8,light rain,2022-01-12 00:15:42
494,Constitucion,CL,-35.3333,-72.4167,61.38,90,18,5.5,few clouds,2022-01-12 00:05:56
495,Tynda,RU,55.1667,124.7167,-18.63,95,100,2.35,overcast clouds,2022-01-12 00:15:43
496,Conceicao Do Araguaia,BR,-8.2578,-49.2647,74.5,93,100,4.23,overcast clouds,2022-01-12 00:15:43
497,Yangjiang,CN,21.85,111.9667,52.56,66,28,6.53,scattered clouds,2022-01-12 00:09:03
498,Sambava,MG,-14.2667,50.1667,73.71,92,100,5.44,light rain,2022-01-12 00:15:44
499,Komsomolskiy,UZ,40.4272,71.7189,31.42,43,48,1.7,scattered clouds,2022-01-12 00:09:48
500,Harrisonville,US,38.6533,-94.3488,54.57,37,1,10.36,clear sky,2022-01-12 00:11:28
501,Kysyl-Syr,RU,63.8986,122.7617,-19.77,100,100,2.17,overcast clouds,2022-01-12 00:15:44
502,Chimbote,PE,-9.0853,-78.5783,71.42,82,7,8.88,clear sky,2022-01-12 00:08:43
503,Sioux Lookout,CA,50.1001,-91.917,12.58,85,100,6.91,overcast clouds,2022-01-12 00:15:45
504,Kupang,ID,-10.1667,123.5833,84.78,89,75,10.36,broken clouds,2022-01-12 00:15:45
505,Oktyabrskiy,RU,54.4815,53.471,1.02,99,96,2.48,overcast clouds,2022-01-12 00:15:45
506,Shimoda,JP,34.6667,138.95,43.11,54,0,33.04,clear sky,2022-01-12 00:11:09
507,Great Yarmouth,GB,52.6083,1.7305,41.23,82,78,7.81,broken clouds,2022-01-12 00:15:46
508,Chibuto,MZ,-24.6867,33.5306,74.19,87,54,1.9,broken clouds,2022-01-12 00:15:46
509,Tateyama,JP,34.9833,139.8667,46.15,47,50,0.74,scattered clouds,2022-01-12 00:15:47
510,Arys,KZ,42.4252,68.795,35.82,46,100,3.71,overcast clouds,2022-01-12 00:15:47
511,Kozulka,UA,50.0351,23.797,25.09,94,66,5.17,broken clouds,2022-01-12 00:15:48
512,Maun,BW,-19.9833,23.4167,67.96,100,100,8.05,light rain,2022-01-12 00:15:26
513,Lae,PG,-6.7221,146.9847,84.15,77,95,0.56,overcast clouds,2022-01-12 00:15:48
514,Houma,US,29.5958,-90.7195,53.01,47,0,5.75,clear sky,2022-01-12 00:07:25
515,Sarakhs,IR,36.5449,61.1577,48.34,66,99,11.5,overcast clouds,2022-01-12 00:15:49
516,Santiago,CL,-33.4569,-70.6483,80.29,44,0,13.8,clear sky,2022-01-12 00:15:09
517,Ghorawal,IN,24.7667,82.7833,57.11,91,21,3.49,few clouds,2022-01-12 00:15:49
518,Dzhebariki-Khaya,RU,62.2167,135.8,-22.23,98,97,0.2,overcast clouds,2022-01-12 00:15:50
519,Burnie,AU,-41.0667,145.9167,66.94,66,19,7.7,few clouds,2022-01-12 00:09:58
520,Lensk,RU,60.7253,114.9278,-3.89,94,97,5.79,overcast clouds,2022-01-12 00:15:50
521,Kuching,MY,1.55,110.3333,73.62,100,40,0.0,scattered clouds,2022-01-12 00:15:51
522,Talakan,RU,50.3167,130.3667,-22.94,99,54,0.78,broken clouds,2022-01-12 00:15:51
523,Zhigansk,RU,66.7697,123.3711,-17.64,96,100,12.82,overcast clouds,2022-01-12 00:10:46
524,Chapleau,CA,47.8405,-83.4034,12.29,79,100,16.11,overcast clouds,2022-01-12 00:15:52
